epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
181,8042.73,0.99997,0.65375,1.18875,0.84326,0.78434,0.8002,0.53956,1.13087,0.79499,1.47773,0.002872,0.002872,0.002872
182,8086.92,0.99927,0.65447,1.18058,0.84628,0.782,0.80456,0.5421,1.12311,0.79474,1.47277,0.0028324,0.0028324,0.0028324
183,8131.01,0.9936,0.65137,1.17612,0.83934,0.78474,0.80469,0.54212,1.12294,0.79569,1.47588,0.0027928,0.0027928,0.0027928
184,8175.19,1.01543,0.66461,1.2,0.83845,0.78083,0.79645,0.54035,1.12245,0.79063,1.48777,0.0027532,0.0027532,0.0027532
185,8219.39,0.98858,0.65159,1.17538,0.82805,0.79089,0.80071,0.54196,1.11848,0.79056,1.47956,0.0027136,0.0027136,0.0027136
186,8263.47,0.98832,0.65634,1.18163,0.83627,0.78843,0.80401,0.54365,1.11784,0.78683,1.47099,0.002674,0.002674,0.002674
187,8307.7,0.98719,0.6408,1.17154,0.84673,0.78375,0.80707,0.54369,1.11366,0.77807,1.47256,0.0026344,0.0026344,0.0026344
188,8351.81,0.98713,0.63834,1.17485,0.8424,0.78375,0.8029,0.54553,1.11732,0.78482,1.47966,0.0025948,0.0025948,0.0025948
189,8395.95,0.97622,0.64652,1.17039,0.83652,0.77908,0.80345,0.54814,1.11414,0.79451,1.47118,0.0025552,0.0025552,0.0025552
190,8440.12,0.97822,0.64257,1.17813,0.83952,0.7744,0.80501,0.54972,1.10787,0.78714,1.46228,0.0025156,0.0025156,0.0025156
191,8484.24,0.96357,0.64021,1.16454,0.8324,0.77382,0.80471,0.55283,1.10693,0.78292,1.46762,0.002476,0.002476,0.002476
192,8528.38,0.98176,0.65005,1.16903,0.82744,0.78189,0.80487,0.55324,1.09903,0.78743,1.46167,0.0024364,0.0024364,0.0024364
193,8572.57,0.9592,0.63514,1.15637,0.83007,0.78797,0.81167,0.55444,1.10168,0.79215,1.4697,0.0023968,0.0023968,0.0023968
194,8616.74,0.95658,0.63458,1.16354,0.83458,0.78733,0.81081,0.55444,1.10325,0.79957,1.46727,0.0023572,0.0023572,0.0023572
195,8660.92,0.9709,0.64698,1.17662,0.83796,0.78317,0.81078,0.55641,1.09856,0.78265,1.45967,0.0023176,0.0023176,0.0023176
196,8705.06,0.96608,0.63975,1.15975,0.83049,0.78746,0.80818,0.55534,1.09814,0.77897,1.46881,0.002278,0.002278,0.002278
197,8749.17,0.94916,0.62244,1.15998,0.83771,0.7744,0.80688,0.55588,1.09084,0.77524,1.46279,0.0022384,0.0022384,0.0022384
198,8793.22,0.95741,0.62431,1.15821,0.83572,0.79089,0.80959,0.5605,1.08079,0.76998,1.45512,0.0021988,0.0021988,0.0021988
199,8837.29,0.94063,0.62643,1.15475,0.82863,0.79193,0.80942,0.56097,1.08403,0.77587,1.45966,0.0021592,0.0021592,0.0021592
200,8881.4,0.94154,0.60958,1.147,0.84366,0.78214,0.81287,0.56286,1.08265,0.77895,1.46141,0.0021196,0.0021196,0.0021196
201,8925.54,0.93988,0.62677,1.15154,0.82558,0.79117,0.81113,0.56297,1.07655,0.77678,1.46012,0.00208,0.00208,0.00208
202,8969.67,0.93859,0.61453,1.14577,0.83427,0.79778,0.80847,0.56272,1.08183,0.786,1.46498,0.0020404,0.0020404,0.0020404
203,9013.86,0.92833,0.60856,1.13987,0.83662,0.79611,0.80608,0.55959,1.08032,0.78364,1.46509,0.0020008,0.0020008,0.0020008
204,9057.96,0.9443,0.61806,1.15732,0.83455,0.79599,0.80859,0.55866,1.07938,0.78163,1.46697,0.0019612,0.0019612,0.0019612
205,9102.05,0.92548,0.60718,1.13972,0.83211,0.79486,0.80996,0.56208,1.07788,0.78089,1.4652,0.0019216,0.0019216,0.0019216
206,9146.25,0.94025,0.61285,1.14558,0.82836,0.79486,0.80999,0.56427,1.07321,0.77844,1.46044,0.001882,0.001882,0.001882
207,9190.29,0.92156,0.60879,1.14079,0.82208,0.80129,0.81119,0.5654,1.07075,0.77612,1.45491,0.0018424,0.0018424,0.0018424
208,9234.41,0.93316,0.61978,1.14615,0.8306,0.79427,0.81121,0.56554,1.06936,0.77229,1.45315,0.0018028,0.0018028,0.0018028
209,9278.58,0.9219,0.61074,1.13451,0.83046,0.79135,0.81179,0.56714,1.06869,0.77853,1.44939,0.0017632,0.0017632,0.0017632
210,9322.68,0.90221,0.5946,1.1234,0.83052,0.79719,0.81359,0.56937,1.06621,0.77298,1.44944,0.0017236,0.0017236,0.0017236
211,9366.8,0.91243,0.6049,1.12922,0.83045,0.7931,0.8134,0.57081,1.06145,0.77255,1.44183,0.001684,0.001684,0.001684
212,9410.93,0.91095,0.60515,1.12907,0.83582,0.79146,0.81415,0.56978,1.05992,0.77829,1.44058,0.0016444,0.0016444,0.0016444
213,9455.03,0.92289,0.60892,1.13586,0.83436,0.78784,0.81338,0.56941,1.05467,0.77554,1.4347,0.0016048,0.0016048,0.0016048
214,9499.26,0.90025,0.59805,1.12565,0.83299,0.79077,0.81402,0.57159,1.04787,0.77333,1.43005,0.0015652,0.0015652,0.0015652
215,9543.52,0.90221,0.60514,1.12667,0.82149,0.79343,0.81176,0.57225,1.04736,0.77346,1.42835,0.0015256,0.0015256,0.0015256
216,9587.54,0.89485,0.59506,1.12539,0.83363,0.78193,0.81038,0.57145,1.04215,0.76695,1.42615,0.001486,0.001486,0.001486
217,9631.55,0.90448,0.59313,1.12381,0.84115,0.77678,0.81168,0.57195,1.0376,0.76448,1.4263,0.0014464,0.0014464,0.0014464
218,9675.66,0.89843,0.59938,1.11931,0.84188,0.77797,0.81152,0.57309,1.03453,0.76144,1.42651,0.0014068,0.0014068,0.0014068
219,9719.71,0.88569,0.58157,1.11835,0.85278,0.77529,0.81357,0.57573,1.03176,0.7594,1.42455,0.0013672,0.0013672,0.0013672
220,9763.89,0.8869,0.58373,1.11841,0.83579,0.78609,0.81325,0.57428,1.03076,0.75999,1.42296,0.0013276,0.0013276,0.0013276
221,9807.97,0.88308,0.59115,1.11855,0.83429,0.78565,0.81172,0.5756,1.03002,0.76171,1.42314,0.001288,0.001288,0.001288
222,9852.04,0.86965,0.58296,1.10892,0.83336,0.78918,0.81449,0.57773,1.02956,0.75985,1.42408,0.0012484,0.0012484,0.0012484
223,9896.18,0.87879,0.58674,1.11021,0.82886,0.78972,0.81252,0.57774,1.03086,0.75737,1.4283,0.0012088,0.0012088,0.0012088
224,9940.25,0.87561,0.58366,1.11136,0.81452,0.8059,0.81548,0.57925,1.0271,0.75592,1.42585,0.0011692,0.0011692,0.0011692
225,9984.31,0.87342,0.57247,1.11012,0.81692,0.80538,0.81505,0.58025,1.02579,0.75383,1.42679,0.0011296,0.0011296,0.0011296
226,10028.5,0.86557,0.57981,1.10603,0.82331,0.80362,0.81424,0.57874,1.02379,0.75589,1.42489,0.00109,0.00109,0.00109
227,10072.5,0.86633,0.56703,1.1049,0.8245,0.81001,0.81573,0.57988,1.02382,0.75568,1.42634,0.0010504,0.0010504,0.0010504
228,10116.6,0.85598,0.56738,1.09897,0.82537,0.8083,0.81466,0.58018,1.02228,0.75282,1.42612,0.0010108,0.0010108,0.0010108
229,10160.8,0.85776,0.57267,1.10059,0.82683,0.80367,0.8148,0.58115,1.02097,0.75243,1.42839,0.0009712,0.0009712,0.0009712
230,10204.9,0.8579,0.57061,1.09966,0.82571,0.80296,0.81412,0.58041,1.0216,0.75532,1.43076,0.0009316,0.0009316,0.0009316
231,10248.9,0.85743,0.56424,1.09951,0.8303,0.80068,0.81524,0.58259,1.02194,0.75514,1.43082,0.000892,0.000892,0.000892
232,10293,0.85399,0.56564,1.09227,0.83135,0.8007,0.81499,0.58288,1.01944,0.75536,1.43025,0.0008524,0.0008524,0.0008524
233,10337.1,0.84253,0.57459,1.09218,0.83367,0.79386,0.81369,0.58349,1.0142,0.75438,1.42467,0.0008128,0.0008128,0.0008128
234,10381.3,0.85853,0.57618,1.10266,0.84103,0.79155,0.81698,0.58516,1.01216,0.75244,1.42549,0.0007732,0.0007732,0.0007732
235,10425.5,0.84256,0.56128,1.08873,0.84449,0.79031,0.81628,0.58677,1.00896,0.75226,1.42232,0.0007336,0.0007336,0.0007336
236,10469.8,0.84653,0.56464,1.09409,0.83903,0.79486,0.81691,0.58708,1.00595,0.75133,1.42015,0.000694,0.000694,0.000694
237,10514,0.83766,0.55919,1.08232,0.83961,0.7955,0.81627,0.58785,1.00299,0.75135,1.4175,0.0006544,0.0006544,0.0006544
238,10558.2,0.83694,0.56152,1.09035,0.84578,0.78848,0.816,0.5886,1.00167,0.75366,1.41574,0.0006148,0.0006148,0.0006148
239,10602.5,0.84466,0.56733,1.09718,0.84954,0.78492,0.81626,0.58933,1.00219,0.75342,1.41612,0.0005752,0.0005752,0.0005752
240,10646.8,0.83683,0.55342,1.09448,0.84605,0.79252,0.81632,0.59007,1.00386,0.74939,1.42177,0.0005356,0.0005356,0.0005356
241,10705.6,0.78425,0.49208,1.0743,0.83649,0.79232,0.81383,0.58851,1.00556,0.75084,1.42383,0.000496,0.000496,0.000496
242,10749.7,0.74877,0.4769,1.05733,0.83162,0.79369,0.81488,0.58765,1.00627,0.74868,1.42605,0.0004564,0.0004564,0.0004564
243,10793.7,0.73211,0.47043,1.04648,0.83015,0.79193,0.81352,0.58665,1.00789,0.74911,1.42887,0.0004168,0.0004168,0.0004168
244,10837.7,0.71612,0.45922,1.04126,0.82941,0.78997,0.81251,0.58766,1.00669,0.74764,1.42823,0.0003772,0.0003772,0.0003772
245,10881.8,0.72203,0.46158,1.04244,0.8279,0.79003,0.81119,0.58812,1.00458,0.749,1.4251,0.0003376,0.0003376,0.0003376
246,10925.8,0.71163,0.45664,1.03622,0.82525,0.79719,0.81387,0.58832,1.00401,0.74751,1.42539,0.000298,0.000298,0.000298
247,10969.8,0.70594,0.45713,1.03503,0.82628,0.79895,0.81341,0.58826,1.00429,0.74818,1.42421,0.0002584,0.0002584,0.0002584
248,11013.8,0.70453,0.46049,1.03461,0.83074,0.7946,0.81467,0.58867,1.00311,0.74748,1.42205,0.0002188,0.0002188,0.0002188
249,11057.9,0.69565,0.45301,1.03587,0.83026,0.79757,0.81466,0.58988,1.00192,0.74537,1.42245,0.0001792,0.0001792,0.0001792
250,11102,0.70398,0.45273,1.03394,0.832,0.79598,0.81492,0.59162,1.0008,0.74352,1.42307,0.0001396,0.0001396,0.0001396
