epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,9204.92,0.55943,0.38616,0.89121,0.8708,0.7744,0.82224,0.67653,0.73932,0.59279,1.16294,0.0002081,0.0002081,0.0002081
183,9255.51,0.5469,0.38442,0.8839,0.8729,0.77472,0.82087,0.6768,0.73328,0.59494,1.15663,0.0001982,0.0001982,0.0001982
184,9306,0.56287,0.39692,0.89479,0.86987,0.77499,0.82138,0.67574,0.73279,0.59517,1.15893,0.0001883,0.0001883,0.0001883
185,9356.62,0.55021,0.38697,0.88842,0.87701,0.77517,0.82311,0.67715,0.73619,0.59539,1.16359,0.0001784,0.0001784,0.0001784
186,9407.21,0.55024,0.39061,0.88757,0.87565,0.7744,0.82267,0.67906,0.73585,0.59217,1.16284,0.0001685,0.0001685,0.0001685
187,9457.93,0.55536,0.38678,0.89094,0.8697,0.7744,0.82478,0.67996,0.7342,0.59855,1.16167,0.0001586,0.0001586,0.0001586
188,9508.54,0.54869,0.38228,0.88962,0.87844,0.76869,0.82403,0.67864,0.73151,0.59901,1.1603,0.0001487,0.0001487,0.0001487
189,9559.09,0.54936,0.38496,0.89156,0.8725,0.77206,0.82293,0.67828,0.73077,0.59714,1.16076,0.0001388,0.0001388,0.0001388
190,9609.69,0.54718,0.3874,0.89149,0.86859,0.77265,0.82154,0.67693,0.727,0.59443,1.15728,0.0001289,0.0001289,0.0001289
191,9675.39,0.52102,0.34119,0.86706,0.87029,0.77254,0.81715,0.66901,0.7366,0.59451,1.15768,0.000119,0.000119,0.000119
192,9725.66,0.48592,0.32759,0.85979,0.86457,0.77732,0.81773,0.66586,0.74213,0.59227,1.15883,0.0001091,0.0001091,0.0001091
193,9776.04,0.48596,0.32661,0.85451,0.87634,0.76797,0.81723,0.6659,0.74578,0.5944,1.15922,9.92e-05,9.92e-05,9.92e-05
194,9826.35,0.47347,0.32435,0.85194,0.87562,0.77031,0.81891,0.66913,0.7451,0.59999,1.16027,8.93e-05,8.93e-05,8.93e-05
195,9876.64,0.46593,0.31997,0.85504,0.87284,0.77424,0.81975,0.67132,0.74097,0.59651,1.15961,7.94e-05,7.94e-05,7.94e-05
196,9926.94,0.46065,0.31552,0.8481,0.87241,0.77323,0.82161,0.67486,0.73907,0.59626,1.15803,6.95e-05,6.95e-05,6.95e-05
197,9977.33,0.45869,0.31926,0.84729,0.87457,0.77429,0.82431,0.6772,0.73641,0.59626,1.15483,5.96e-05,5.96e-05,5.96e-05
198,10027.6,0.4577,0.31699,0.84469,0.87522,0.77265,0.82365,0.67793,0.73391,0.59323,1.15218,4.97e-05,4.97e-05,4.97e-05
199,10077.9,0.45778,0.31996,0.85009,0.8743,0.77238,0.82397,0.67736,0.73149,0.59545,1.15055,3.98e-05,3.98e-05,3.98e-05
200,10128.2,0.46098,0.319,0.84901,0.87376,0.77264,0.82463,0.67914,0.73039,0.59683,1.14976,2.99e-05,2.99e-05,2.99e-05
