epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
54,2967.05,1.51922,1.0504,1.55949,0.70959,0.67914,0.69644,0.36101,1.64532,1.12135,1.79923,0.0237036,0.0079012,0.0237036,0.0079012,0.0237036,0.0079012,0.0237036,0.0079012
55,3021.58,1.50289,1.03337,1.54234,0.73919,0.65762,0.71661,0.36642,1.63671,1.1059,1.80922,0.0235848,0.0078616,0.0235848,0.0078616,0.0235848,0.0078616,0.0235848,0.0078616
56,3076.33,1.49852,1.04928,1.53897,0.737,0.68133,0.71175,0.36671,1.63442,1.09736,1.78703,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822
57,3130.94,1.50243,1.03678,1.53523,0.70326,0.70087,0.70151,0.37195,1.63684,1.12013,1.79327,0.0233472,0.0077824,0.0233472,0.0077824,0.0233472,0.0077824,0.0233472,0.0077824
58,3185.34,1.48419,1.02081,1.5288,0.7405,0.68264,0.71228,0.37138,1.62358,1.06995,1.805,0.0232284,0.0077428,0.0232284,0.0077428,0.0232284,0.0077428,0.0232284,0.0077428
59,3239.85,1.47987,1.01877,1.52724,0.73451,0.69375,0.71807,0.37739,1.61825,1.08941,1.79696,0.0231096,0.0077032,0.0231096,0.0077032,0.0231096,0.0077032,0.0231096,0.0077032
60,3294.31,1.45433,1.00287,1.50894,0.70973,0.6955,0.70112,0.36977,1.61842,1.09595,1.79691,0.0229908,0.0076636,0.0229908,0.0076636,0.0229908,0.0076636,0.0229908,0.0076636
61,3348.84,1.45457,1.00519,1.5063,0.75607,0.6803,0.72974,0.39099,1.59175,1.04916,1.77516,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
62,3403.4,1.43599,0.98644,1.49419,0.72919,0.70894,0.72404,0.38114,1.59962,1.05604,1.77736,0.0227532,0.0075844,0.0227532,0.0075844,0.0227532,0.0075844,0.0227532,0.0075844
63,3457.98,1.44327,0.97529,1.49383,0.72902,0.71011,0.72173,0.38829,1.58853,1.06794,1.76518,0.0226344,0.0075448,0.0226344,0.0075448,0.0226344,0.0075448,0.0226344,0.0075448
64,3512.56,1.41858,0.96517,1.481,0.7408,0.72706,0.72817,0.40137,1.56484,1.05267,1.75603,0.0225156,0.0075052,0.0225156,0.0075052,0.0225156,0.0075052,0.0225156,0.0075052
65,3567.29,1.41865,0.96431,1.48092,0.71907,0.73057,0.72591,0.38568,1.59619,1.05975,1.76694,0.0223968,0.0074656,0.0223968,0.0074656,0.0223968,0.0074656,0.0223968,0.0074656
66,3621.84,1.40499,0.95024,1.47207,0.73457,0.71186,0.72798,0.39135,1.56078,1.05027,1.75973,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
67,3676.45,1.39701,0.94116,1.47023,0.74829,0.70543,0.74081,0.41062,1.53205,1.01117,1.73779,0.0221592,0.0073864,0.0221592,0.0073864,0.0221592,0.0073864,0.0221592,0.0073864
68,3731.03,1.38879,0.93601,1.46496,0.74716,0.71011,0.73497,0.40229,1.54376,1.00225,1.74678,0.0220404,0.0073468,0.0220404,0.0073468,0.0220404,0.0073468,0.0220404,0.0073468
69,3785.67,1.38082,0.92998,1.45412,0.76138,0.70119,0.73666,0.40612,1.53981,1.01921,1.73126,0.0219216,0.0073072,0.0219216,0.0073072,0.0219216,0.0073072,0.0219216,0.0073072
70,3840,1.37232,0.92949,1.44119,0.74811,0.7169,0.73558,0.40358,1.51615,1.01022,1.7266,0.0218028,0.0072676,0.0218028,0.0072676,0.0218028,0.0072676,0.0218028,0.0072676
71,3894.53,1.35787,0.91512,1.43776,0.75192,0.70328,0.73067,0.40138,1.53503,1.04366,1.74145,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
72,3948.92,1.36201,0.92035,1.43539,0.75425,0.71654,0.72886,0.39954,1.52056,1.02469,1.74168,0.0215652,0.0071884,0.0215652,0.0071884,0.0215652,0.0071884,0.0215652,0.0071884
73,4003.55,1.3578,0.90776,1.43194,0.75719,0.7327,0.75387,0.41944,1.48897,0.98561,1.7112,0.0214464,0.0071488,0.0214464,0.0071488,0.0214464,0.0071488,0.0214464,0.0071488
74,4058.03,1.3468,0.90745,1.42111,0.75025,0.72998,0.74176,0.41728,1.49339,0.98341,1.70608,0.0213276,0.0071092,0.0213276,0.0071092,0.0213276,0.0071092,0.0213276,0.0071092
75,4112.54,1.34359,0.89789,1.42883,0.76577,0.73182,0.74679,0.41964,1.49124,0.99417,1.70301,0.0212088,0.0070696,0.0212088,0.0070696,0.0212088,0.0070696,0.0212088,0.0070696
76,4167.01,1.31035,0.87764,1.38973,0.76067,0.71771,0.7396,0.41892,1.48037,0.99574,1.68852,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
77,4221.55,1.3203,0.8647,1.40773,0.77992,0.73115,0.75455,0.42965,1.48504,0.97855,1.70372,0.0209712,0.0069904,0.0209712,0.0069904,0.0209712,0.0069904,0.0209712,0.0069904
78,4276.12,1.32792,0.88765,1.41101,0.74342,0.74752,0.75222,0.43684,1.44648,0.95757,1.68597,0.0208524,0.0069508,0.0208524,0.0069508,0.0208524,0.0069508,0.0208524,0.0069508
79,4330.82,1.3048,0.86168,1.38987,0.75755,0.72764,0.74389,0.42839,1.45002,0.96379,1.68704,0.0207336,0.0069112,0.0207336,0.0069112,0.0207336,0.0069112,0.0207336,0.0069112
80,4385.27,1.30116,0.86861,1.39672,0.75384,0.74752,0.75075,0.43354,1.45022,0.94017,1.68514,0.0206148,0.0068716,0.0206148,0.0068716,0.0206148,0.0068716,0.0206148,0.0068716
81,4439.96,1.29987,0.8587,1.39879,0.76797,0.71537,0.74558,0.42769,1.46158,0.98166,1.6995,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
82,4494.49,1.29103,0.85097,1.38863,0.76975,0.73077,0.73861,0.4264,1.44755,0.95672,1.68551,0.0203772,0.0067924,0.0203772,0.0067924,0.0203772,0.0067924,0.0203772,0.0067924
83,4549.21,1.28114,0.84542,1.36768,0.78495,0.73171,0.73885,0.42124,1.43816,0.96275,1.67699,0.0202584,0.0067528,0.0202584,0.0067528,0.0202584,0.0067528,0.0202584,0.0067528
84,4603.63,1.27012,0.83515,1.36959,0.75733,0.75514,0.74959,0.42819,1.44247,0.95016,1.68395,0.0201396,0.0067132,0.0201396,0.0067132,0.0201396,0.0067132,0.0201396,0.0067132
85,4658.22,1.29226,0.84696,1.37958,0.79622,0.72998,0.76622,0.44674,1.41181,0.92407,1.65651,0.0200208,0.0066736,0.0200208,0.0066736,0.0200208,0.0066736,0.0200208,0.0066736
86,4712.84,1.25057,0.82831,1.35266,0.77734,0.75902,0.77723,0.45026,1.41716,0.91607,1.65238,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
87,4767.57,1.26519,0.82609,1.36033,0.79263,0.73946,0.7529,0.44234,1.42794,0.94158,1.6617,0.0197832,0.0065944,0.0197832,0.0065944,0.0197832,0.0065944,0.0197832,0.0065944
88,4821.91,1.25367,0.8158,1.35732,0.78192,0.7481,0.7758,0.45483,1.39852,0.92423,1.64537,0.0196644,0.0065548,0.0196644,0.0065548,0.0196644,0.0065548,0.0196644,0.0065548
89,4876.74,1.23276,0.81297,1.35301,0.78668,0.74868,0.77616,0.45671,1.40457,0.90188,1.64817,0.0195456,0.0065152,0.0195456,0.0065152,0.0195456,0.0065152,0.0195456,0.0065152
90,4931.22,1.24121,0.81864,1.34259,0.76934,0.75219,0.76725,0.45135,1.40121,0.90609,1.66072,0.0194268,0.0064756,0.0194268,0.0064756,0.0194268,0.0064756,0.0194268,0.0064756
91,4985.9,1.24386,0.81567,1.34608,0.77749,0.74948,0.76427,0.45803,1.37489,0.91397,1.64107,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
92,5040.42,1.22818,0.79914,1.3337,0.80044,0.73524,0.76003,0.44769,1.37745,0.91453,1.63612,0.0191892,0.0063964,0.0191892,0.0063964,0.0191892,0.0063964,0.0191892,0.0063964
93,5095.08,1.2057,0.79367,1.31062,0.79934,0.75901,0.79182,0.46542,1.36716,0.89937,1.63273,0.0190704,0.0063568,0.0190704,0.0063568,0.0190704,0.0063568,0.0190704,0.0063568
94,5149.89,1.21029,0.79588,1.33281,0.79922,0.74985,0.76999,0.45901,1.35859,0.9031,1.61292,0.0189516,0.0063172,0.0189516,0.0063172,0.0189516,0.0063172,0.0189516,0.0063172
95,5204.44,1.211,0.79593,1.32042,0.81151,0.74518,0.78,0.47549,1.3211,0.8878,1.59003,0.0188328,0.0062776,0.0188328,0.0062776,0.0188328,0.0062776,0.0188328,0.0062776
96,5259.19,1.20843,0.78942,1.31995,0.79943,0.75044,0.7729,0.46232,1.33989,0.88574,1.60805,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
97,5313.86,1.19586,0.77573,1.31083,0.77926,0.76739,0.77234,0.46846,1.31917,0.87582,1.60546,0.0185952,0.0061984,0.0185952,0.0061984,0.0185952,0.0061984,0.0185952,0.0061984
