epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
43,2205.08,1.67119,1.25608,1.64912,0.7005,0.62829,0.64416,0.29849,1.79703,1.31484,1.87638,0.0250104,0.0083368,0.0250104,0.0083368,0.0250104,0.0083368,0.0250104,0.0083368
44,2254.05,1.66934,1.24788,1.63785,0.70085,0.62713,0.64741,0.30652,1.78863,1.29376,1.88228,0.0248916,0.0082972,0.0248916,0.0082972,0.0248916,0.0082972,0.0248916,0.0082972
45,2303.29,1.62854,1.21686,1.61048,0.66178,0.64268,0.65518,0.31393,1.75665,1.27336,1.87402,0.0247728,0.0082576,0.0247728,0.0082576,0.0247728,0.0082576,0.0247728,0.0082576
46,2352.25,1.64304,1.22881,1.62339,0.66521,0.65283,0.66098,0.31343,1.77331,1.26714,1.85823,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218
47,2401.38,1.64579,1.19229,1.61884,0.70864,0.61123,0.64926,0.31308,1.7464,1.26258,1.84481,0.0245352,0.0081784,0.0245352,0.0081784,0.0245352,0.0081784,0.0245352,0.0081784
48,2450.38,1.62141,1.19552,1.6098,0.71288,0.63589,0.66485,0.32198,1.75178,1.25781,1.86176,0.0244164,0.0081388,0.0244164,0.0081388,0.0244164,0.0081388,0.0244164,0.0081388
49,2499.61,1.60041,1.16757,1.589,0.6961,0.64816,0.67467,0.32585,1.73844,1.22186,1.84164,0.0242976,0.0080992,0.0242976,0.0080992,0.0242976,0.0080992,0.0242976,0.0080992
50,2548.75,1.59304,1.17584,1.58674,0.69988,0.6692,0.67981,0.33112,1.71522,1.20315,1.8331,0.0241788,0.0080596,0.0241788,0.0080596,0.0241788,0.0080596,0.0241788,0.0080596
51,2597.86,1.56346,1.13792,1.55803,0.70383,0.66569,0.67837,0.33476,1.70124,1.20337,1.82168,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
52,2647.1,1.58368,1.14776,1.5788,0.69945,0.65342,0.68082,0.33783,1.69588,1.20753,1.80192,0.0239412,0.0079804,0.0239412,0.0079804,0.0239412,0.0079804,0.0239412,0.0079804
53,2696.37,1.56655,1.14369,1.54547,0.70758,0.66511,0.69015,0.35231,1.65552,1.18701,1.77396,0.0238224,0.0079408,0.0238224,0.0079408,0.0238224,0.0079408,0.0238224,0.0079408
54,2745.51,1.55357,1.11392,1.5572,0.70739,0.6655,0.69015,0.34844,1.67272,1.18949,1.76844,0.0237036,0.0079012,0.0237036,0.0079012,0.0237036,0.0079012,0.0237036,0.0079012
55,2794.53,1.53599,1.09635,1.54197,0.71124,0.66745,0.67948,0.34119,1.67937,1.18439,1.80202,0.0235848,0.0078616,0.0235848,0.0078616,0.0235848,0.0078616,0.0235848,0.0078616
56,2843.47,1.52778,1.11141,1.53678,0.70185,0.69492,0.71072,0.3538,1.6563,1.15586,1.76899,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822
57,2892.58,1.53051,1.08769,1.52769,0.72225,0.68998,0.70741,0.35667,1.64094,1.16392,1.766,0.0233472,0.0077824,0.0233472,0.0077824,0.0233472,0.0077824,0.0233472,0.0077824
58,2941.54,1.51204,1.07721,1.52597,0.70436,0.66838,0.69464,0.36139,1.63609,1.17147,1.77794,0.0232284,0.0077428,0.0232284,0.0077428,0.0232284,0.0077428,0.0232284,0.0077428
59,2990.59,1.4972,1.07608,1.51172,0.71719,0.70549,0.7134,0.3668,1.62995,1.14113,1.7721,0.0231096,0.0077032,0.0231096,0.0077032,0.0231096,0.0077032,0.0231096,0.0077032
60,3039.65,1.47767,1.05884,1.49933,0.73424,0.66803,0.70935,0.37038,1.61899,1.13047,1.74156,0.0229908,0.0076636,0.0229908,0.0076636,0.0229908,0.0076636,0.0229908,0.0076636
61,3088.81,1.48435,1.06416,1.49611,0.72906,0.67738,0.70316,0.37253,1.6006,1.12381,1.74371,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
62,3138.01,1.45793,1.03422,1.48129,0.7073,0.7132,0.72554,0.37607,1.60141,1.11018,1.74168,0.0227532,0.0075844,0.0227532,0.0075844,0.0227532,0.0075844,0.0227532,0.0075844
63,3186.9,1.4732,1.0308,1.49085,0.74106,0.68381,0.7127,0.37108,1.59926,1.12213,1.74722,0.0226344,0.0075448,0.0226344,0.0075448,0.0226344,0.0075448,0.0226344,0.0075448
64,3235.92,1.44527,1.02816,1.47849,0.7452,0.68147,0.71518,0.37882,1.57524,1.09283,1.73294,0.0225156,0.0075052,0.0225156,0.0075052,0.0225156,0.0075052,0.0225156,0.0075052
65,3285.16,1.43447,1.01919,1.46742,0.71888,0.69199,0.71353,0.37688,1.57136,1.1089,1.72039,0.0223968,0.0074656,0.0223968,0.0074656,0.0223968,0.0074656,0.0223968,0.0074656
66,3334.28,1.42719,1.00053,1.45838,0.74137,0.69358,0.71804,0.3799,1.57402,1.09222,1.70811,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
67,3383.39,1.41701,0.99816,1.45848,0.73464,0.70061,0.71857,0.3852,1.56509,1.08448,1.72157,0.0221592,0.0073864,0.0221592,0.0073864,0.0221592,0.0073864,0.0221592,0.0073864
68,3432.41,1.41296,0.98719,1.45782,0.73004,0.71122,0.72463,0.38617,1.56275,1.08027,1.71356,0.0220404,0.0073468,0.0220404,0.0073468,0.0220404,0.0073468,0.0220404,0.0073468
69,3481.55,1.39937,0.99103,1.44211,0.71863,0.71011,0.72036,0.38752,1.55219,1.08056,1.69773,0.0219216,0.0073072,0.0219216,0.0073072,0.0219216,0.0073072,0.0219216,0.0073072
70,3530.58,1.39615,0.9784,1.438,0.73965,0.72706,0.74029,0.39096,1.5484,1.04763,1.70364,0.0218028,0.0072676,0.0218028,0.0072676,0.0218028,0.0072676,0.0218028,0.0072676
71,3579.43,1.38553,0.96025,1.42557,0.73581,0.7218,0.73326,0.39993,1.55308,1.04969,1.6951,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
72,3628.46,1.38792,0.96253,1.42138,0.71487,0.73758,0.72494,0.39277,1.53501,1.06159,1.68981,0.0215652,0.0071884,0.0215652,0.0071884,0.0215652,0.0071884,0.0215652,0.0071884
73,3677.44,1.37455,0.9566,1.41414,0.77198,0.70485,0.74179,0.40079,1.52861,1.02963,1.68021,0.0214464,0.0071488,0.0214464,0.0071488,0.0214464,0.0071488,0.0214464,0.0071488
74,3726.46,1.37121,0.95051,1.41811,0.75404,0.71186,0.74339,0.41306,1.50287,1.03164,1.6672,0.0213276,0.0071092,0.0213276,0.0071092,0.0213276,0.0071092,0.0213276,0.0071092
75,3775.43,1.36368,0.94423,1.41311,0.74251,0.73651,0.75143,0.41197,1.51162,1.03546,1.67228,0.0212088,0.0070696,0.0212088,0.0070696,0.0212088,0.0070696,0.0212088,0.0070696
76,3824.48,1.33348,0.92308,1.38121,0.74015,0.72297,0.73034,0.4098,1.50544,1.03913,1.66807,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
77,3873.54,1.33354,0.92001,1.39183,0.74677,0.73524,0.74355,0.42221,1.4702,1.01971,1.64365,0.0209712,0.0069904,0.0209712,0.0069904,0.0209712,0.0069904,0.0209712,0.0069904
78,3922.54,1.33674,0.92548,1.39176,0.76928,0.71946,0.74862,0.41736,1.47851,1.01417,1.65743,0.0208524,0.0069508,0.0208524,0.0069508,0.0208524,0.0069508,0.0208524,0.0069508
79,3971.39,1.30903,0.90347,1.37228,0.75388,0.73397,0.73356,0.41913,1.46152,1.03429,1.62807,0.0207336,0.0069112,0.0207336,0.0069112,0.0207336,0.0069112,0.0207336,0.0069112
80,4020.36,1.31853,0.91264,1.38214,0.73732,0.72706,0.72964,0.41727,1.47824,1.03185,1.64776,0.0206148,0.0068716,0.0206148,0.0068716,0.0206148,0.0068716,0.0206148,0.0068716
81,4069.42,1.31257,0.90439,1.37535,0.72905,0.74518,0.73769,0.41813,1.45975,1.02172,1.62927,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
82,4118.41,1.30449,0.89641,1.36861,0.76051,0.71479,0.73832,0.4205,1.46613,1.02421,1.63208,0.0203772,0.0067924,0.0203772,0.0067924,0.0203772,0.0067924,0.0203772,0.0067924
83,4167.53,1.28885,0.87857,1.34636,0.77104,0.72822,0.74857,0.42204,1.46881,1.01897,1.65011,0.0202584,0.0067528,0.0202584,0.0067528,0.0202584,0.0067528,0.0202584,0.0067528
84,4216.5,1.29133,0.87656,1.3602,0.76198,0.74226,0.75906,0.43066,1.44267,0.98014,1.61773,0.0201396,0.0067132,0.0201396,0.0067132,0.0201396,0.0067132,0.0201396,0.0067132
85,4265.56,1.29221,0.88463,1.3612,0.78212,0.73641,0.75225,0.43229,1.43831,0.97165,1.6205,0.0200208,0.0066736,0.0200208,0.0066736,0.0200208,0.0066736,0.0200208,0.0066736
86,4314.58,1.27132,0.87186,1.3362,0.78238,0.76271,0.76111,0.43997,1.42004,0.96247,1.60269,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
87,4363.64,1.27735,0.8662,1.34234,0.7691,0.76117,0.76057,0.44276,1.40907,0.97655,1.60406,0.0197832,0.0065944,0.0197832,0.0065944,0.0197832,0.0065944,0.0197832,0.0065944
88,4412.7,1.25918,0.85361,1.33334,0.76584,0.75395,0.75298,0.43493,1.41639,0.98322,1.59865,0.0196644,0.0065548,0.0196644,0.0065548,0.0196644,0.0065548,0.0196644,0.0065548
89,4461.91,1.24851,0.85285,1.33956,0.76374,0.75762,0.76165,0.43435,1.41691,0.9954,1.60869,0.0195456,0.0065152,0.0195456,0.0065152,0.0195456,0.0065152,0.0195456,0.0065152
90,4510.91,1.25389,0.85927,1.32731,0.73902,0.77455,0.75773,0.43612,1.39712,0.97386,1.59564,0.0194268,0.0064756,0.0194268,0.0064756,0.0194268,0.0064756,0.0194268,0.0064756
91,4560,1.26364,0.85506,1.32548,0.76937,0.75687,0.76046,0.44826,1.39411,0.96782,1.5935,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
92,4609.04,1.24233,0.84865,1.31934,0.78318,0.7481,0.75979,0.43999,1.39268,0.95831,1.60521,0.0191892,0.0063964,0.0191892,0.0063964,0.0191892,0.0063964,0.0191892,0.0063964
93,4658.18,1.22331,0.83613,1.30246,0.78045,0.75626,0.76685,0.45173,1.37183,0.95324,1.57957,0.0190704,0.0063568,0.0190704,0.0063568,0.0190704,0.0063568,0.0190704,0.0063568
94,4707.22,1.21231,0.8264,1.30723,0.79398,0.7481,0.7601,0.44039,1.39522,0.982,1.59855,0.0189516,0.0063172,0.0189516,0.0063172,0.0189516,0.0063172,0.0189516,0.0063172
95,4756.14,1.22023,0.82861,1.30224,0.78212,0.76096,0.75473,0.45254,1.35736,0.94516,1.55988,0.0188328,0.0062776,0.0188328,0.0062776,0.0188328,0.0062776,0.0188328,0.0062776
96,4804.96,1.2235,0.83189,1.30139,0.77168,0.76388,0.76913,0.46234,1.35267,0.93659,1.55839,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
97,4853.95,1.20951,0.82495,1.29467,0.79264,0.7529,0.76082,0.45201,1.35466,0.9373,1.55389,0.0185952,0.0061984,0.0185952,0.0061984,0.0185952,0.0061984,0.0185952,0.0061984
98,4903.01,1.20776,0.81586,1.29882,0.79006,0.76099,0.76579,0.45447,1.35368,0.93623,1.55295,0.0184764,0.0061588,0.0184764,0.0061588,0.0184764,0.0061588,0.0184764,0.0061588
99,4951.84,1.19938,0.80471,1.28299,0.77749,0.75921,0.76711,0.4587,1.34298,0.94675,1.54979,0.0183576,0.0061192,0.0183576,0.0061192,0.0183576,0.0061192,0.0183576,0.0061192
100,5000.71,1.18949,0.80492,1.27548,0.79948,0.75161,0.77251,0.46344,1.35208,0.93501,1.56044,0.0182388,0.0060796,0.0182388,0.0060796,0.0182388,0.0060796,0.0182388,0.0060796
101,5049.86,1.17627,0.79116,1.26812,0.79777,0.75623,0.76463,0.4634,1.33197,0.92409,1.53443,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
102,5098.76,1.16903,0.79259,1.26533,0.78925,0.77045,0.77235,0.46803,1.33048,0.93535,1.55203,0.0180012,0.0060004,0.0180012,0.0060004,0.0180012,0.0060004,0.0180012,0.0060004
103,5147.65,1.17503,0.78741,1.2656,0.79202,0.75229,0.75349,0.45826,1.31877,0.93878,1.53585,0.0178824,0.0059608,0.0178824,0.0059608,0.0178824,0.0059608,0.0178824,0.0059608
104,5196.49,1.16387,0.78113,1.26073,0.8138,0.74576,0.77608,0.46848,1.30326,0.90405,1.52219,0.0177636,0.0059212,0.0177636,0.0059212,0.0177636,0.0059212,0.0177636,0.0059212
105,5245.47,1.1802,0.78494,1.27227,0.78784,0.75453,0.76463,0.46201,1.31347,0.933,1.5271,0.0176448,0.0058816,0.0176448,0.0058816,0.0176448,0.0058816,0.0176448,0.0058816
106,5294.35,1.1549,0.77881,1.25927,0.79012,0.75691,0.76829,0.4658,1.30237,0.92297,1.51861,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
107,5343.33,1.14202,0.76824,1.24327,0.80897,0.76037,0.7833,0.47914,1.29329,0.8988,1.52086,0.0174072,0.0058024,0.0174072,0.0058024,0.0174072,0.0058024,0.0174072,0.0058024
108,5392.32,1.15143,0.76804,1.25021,0.81194,0.75979,0.77245,0.47679,1.29182,0.91417,1.51379,0.0172884,0.0057628,0.0172884,0.0057628,0.0172884,0.0057628,0.0172884,0.0057628
109,5441.35,1.13681,0.75585,1.24122,0.81681,0.75052,0.77572,0.47989,1.27624,0.8964,1.50358,0.0171696,0.0057232,0.0171696,0.0057232,0.0171696,0.0057232,0.0171696,0.0057232
110,5490.29,1.12432,0.75329,1.24201,0.79248,0.76388,0.77061,0.48168,1.27138,0.88349,1.50878,0.0170508,0.0056836,0.0170508,0.0056836,0.0170508,0.0056836,0.0170508,0.0056836
111,5539.08,1.1374,0.76304,1.24157,0.8157,0.77087,0.77844,0.48103,1.26376,0.88092,1.48444,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
112,5587.85,1.13961,0.76982,1.25116,0.82826,0.75804,0.78549,0.48624,1.27169,0.87285,1.50689,0.0168132,0.0056044,0.0168132,0.0056044,0.0168132,0.0056044,0.0168132,0.0056044
113,5636.89,1.13234,0.76023,1.24532,0.80309,0.76914,0.77869,0.48744,1.25794,0.87986,1.49983,0.0166944,0.0055648,0.0166944,0.0055648,0.0166944,0.0055648,0.0166944,0.0055648
114,5685.86,1.12201,0.75506,1.23923,0.80026,0.77382,0.78081,0.48176,1.2624,0.87862,1.51316,0.0165756,0.0055252,0.0165756,0.0055252,0.0165756,0.0055252,0.0165756,0.0055252
115,5734.81,1.11273,0.75564,1.22526,0.81972,0.76447,0.78764,0.48947,1.26294,0.89477,1.49573,0.0164568,0.0054856,0.0164568,0.0054856,0.0164568,0.0054856,0.0164568,0.0054856
116,5783.81,1.11591,0.76515,1.23479,0.80838,0.76154,0.78035,0.48691,1.25252,0.88978,1.49884,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
117,5832.89,1.09521,0.74639,1.22015,0.79528,0.77648,0.77617,0.48503,1.25304,0.87675,1.49644,0.0162192,0.0054064,0.0162192,0.0054064,0.0162192,0.0054064,0.0162192,0.0054064
118,5881.8,1.11165,0.74816,1.22522,0.81276,0.76365,0.78428,0.49037,1.24925,0.87343,1.48143,0.0161004,0.0053668,0.0161004,0.0053668,0.0161004,0.0053668,0.0161004,0.0053668
119,5930.77,1.09765,0.73621,1.22265,0.82588,0.77791,0.78862,0.49235,1.2494,0.86118,1.51602,0.0159816,0.0053272,0.0159816,0.0053272,0.0159816,0.0053272,0.0159816,0.0053272
120,5979.75,1.08323,0.72172,1.20042,0.81854,0.76719,0.79012,0.49734,1.24127,0.85449,1.4937,0.0158628,0.0052876,0.0158628,0.0052876,0.0158628,0.0052876,0.0158628,0.0052876
121,6028.79,1.08756,0.72459,1.20915,0.81854,0.77674,0.78156,0.49672,1.22491,0.86841,1.48412,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
122,6077.53,1.07996,0.71656,1.20402,0.83711,0.76289,0.78197,0.50512,1.23359,0.85644,1.49411,0.0156252,0.0052084,0.0156252,0.0052084,0.0156252,0.0052084,0.0156252,0.0052084
123,6126.34,1.08375,0.73116,1.19716,0.82826,0.76671,0.78032,0.50392,1.22045,0.86374,1.47718,0.0155064,0.0051688,0.0155064,0.0051688,0.0155064,0.0051688,0.0155064,0.0051688
124,6175.22,1.07836,0.71609,1.21008,0.83133,0.76797,0.79076,0.51201,1.20625,0.85899,1.47722,0.0153876,0.0051292,0.0153876,0.0051292,0.0153876,0.0051292,0.0153876,0.0051292
125,6224.35,1.06849,0.7141,1.20139,0.82038,0.77499,0.78973,0.50377,1.21055,0.84287,1.478,0.0152688,0.0050896,0.0152688,0.0050896,0.0152688,0.0050896,0.0152688,0.0050896
126,6273.4,1.06659,0.71387,1.19487,0.83773,0.74831,0.78966,0.51052,1.19696,0.84926,1.46596,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
127,6322.54,1.06198,0.70788,1.1935,0.83068,0.76213,0.80032,0.51968,1.18125,0.84804,1.45789,0.0150312,0.0050104,0.0150312,0.0050104,0.0150312,0.0050104,0.0150312,0.0050104
128,6371.46,1.06786,0.70623,1.19762,0.82295,0.77967,0.79544,0.51317,1.20039,0.8361,1.47179,0.0149124,0.0049708,0.0149124,0.0049708,0.0149124,0.0049708,0.0149124,0.0049708
129,6420.53,1.04271,0.70383,1.18443,0.82985,0.77535,0.7929,0.52214,1.18039,0.83161,1.46496,0.0147936,0.0049312,0.0147936,0.0049312,0.0147936,0.0049312,0.0147936,0.0049312
130,6469.54,1.04579,0.70816,1.18931,0.8086,0.78375,0.78548,0.5158,1.18083,0.83173,1.45925,0.0146748,0.0048916,0.0146748,0.0048916,0.0146748,0.0048916,0.0146748,0.0048916
131,6518.5,1.04207,0.68821,1.17672,0.82605,0.77089,0.79131,0.52412,1.1687,0.8281,1.45643,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
