epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
80,10672.5,1.08867,0.70553,1.09469,0.79,0.77171,0.77861,0.49162,1.27103,0.85482,1.30368,0.0206148,0.0068716,0.0206148,0.0068716,0.0206148,0.0068716,0.0206148,0.0068716
81,10817,1.08855,0.69452,1.08939,0.81045,0.76218,0.7848,0.49206,1.2818,0.84592,1.2778,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
82,10960.6,1.09851,0.70217,1.09252,0.81479,0.75161,0.79302,0.49656,1.28745,0.8366,1.30012,0.0203772,0.0067924,0.0203772,0.0067924,0.0203772,0.0067924,0.0203772,0.0067924
83,11105,1.07709,0.68841,1.07584,0.80563,0.77033,0.79306,0.49978,1.26681,0.82633,1.28371,0.0202584,0.0067528,0.0202584,0.0067528,0.0202584,0.0067528,0.0202584,0.0067528
84,11248.5,1.08111,0.68384,1.07954,0.80674,0.76118,0.78436,0.49905,1.25715,0.82301,1.27468,0.0201396,0.0067132,0.0201396,0.0067132,0.0201396,0.0067132,0.0201396,0.0067132
85,11391.9,1.08044,0.68378,1.08825,0.79682,0.77849,0.79225,0.5043,1.27664,0.83084,1.30082,0.0200208,0.0066736,0.0200208,0.0066736,0.0200208,0.0066736,0.0200208,0.0066736
86,11536,1.05808,0.67242,1.07121,0.79694,0.78609,0.80259,0.50283,1.24423,0.81668,1.2812,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
87,11680.7,1.07715,0.67616,1.08132,0.79654,0.79077,0.8036,0.51663,1.23632,0.81059,1.26776,0.0197832,0.0065944,0.0197832,0.0065944,0.0197832,0.0065944,0.0197832,0.0065944
88,11825.1,1.05342,0.66543,1.07574,0.83315,0.7668,0.80394,0.51855,1.21163,0.81289,1.26227,0.0196644,0.0065548,0.0196644,0.0065548,0.0196644,0.0065548,0.0196644,0.0065548
89,11969.9,1.0348,0.6622,1.06871,0.8018,0.78667,0.79353,0.50997,1.22214,0.80626,1.26441,0.0195456,0.0065152,0.0195456,0.0065152,0.0195456,0.0065152,0.0195456,0.0065152
90,12114,1.05397,0.66992,1.06982,0.80422,0.77557,0.78733,0.50626,1.2292,0.8054,1.27048,0.0194268,0.0064756,0.0194268,0.0064756,0.0194268,0.0064756,0.0194268,0.0064756
91,12258.4,1.04814,0.66736,1.06859,0.8285,0.76856,0.79651,0.50884,1.21148,0.79235,1.27167,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
92,12402.2,1.04566,0.67082,1.06765,0.81552,0.75704,0.78327,0.50689,1.20791,0.81321,1.2728,0.0191892,0.0063964,0.0191892,0.0063964,0.0191892,0.0063964,0.0191892,0.0063964
93,12545.9,1.02672,0.65684,1.05505,0.81091,0.77791,0.7935,0.51594,1.19911,0.78811,1.25629,0.0190704,0.0063568,0.0190704,0.0063568,0.0190704,0.0063568,0.0190704,0.0063568
94,12690.3,1.00922,0.645,1.05263,0.81814,0.76622,0.79557,0.51862,1.19432,0.79028,1.25902,0.0189516,0.0063172,0.0189516,0.0063172,0.0189516,0.0063172,0.0189516,0.0063172
95,12834.4,1.01512,0.64715,1.05396,0.82519,0.79178,0.80456,0.52329,1.19668,0.77679,1.26351,0.0188328,0.0062776,0.0188328,0.0062776,0.0188328,0.0062776,0.0188328,0.0062776
96,12977.8,1.02935,0.6602,1.05839,0.81272,0.79135,0.80579,0.52266,1.18069,0.77246,1.24565,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
97,13121.6,1.00788,0.64684,1.04897,0.82213,0.77966,0.80772,0.53311,1.18384,0.78,1.25159,0.0185952,0.0061984,0.0185952,0.0061984,0.0185952,0.0061984,0.0185952,0.0061984
98,13265.5,1.0127,0.64207,1.05434,0.84331,0.77068,0.79996,0.52984,1.17139,0.79131,1.24731,0.0184764,0.0061588,0.0184764,0.0061588,0.0184764,0.0061588,0.0184764,0.0061588
99,13409.5,1.00287,0.62988,1.05012,0.8164,0.78317,0.7995,0.53129,1.17511,0.76827,1.2535,0.0183576,0.0061192,0.0183576,0.0061192,0.0183576,0.0061192,0.0183576,0.0061192
100,13553.8,0.99557,0.63302,1.04427,0.82553,0.7854,0.80762,0.52796,1.182,0.77368,1.25706,0.0182388,0.0060796,0.0182388,0.0060796,0.0182388,0.0060796,0.0182388,0.0060796
101,13697.7,0.9862,0.62534,1.04272,0.83031,0.76914,0.79549,0.5247,1.16692,0.77243,1.24961,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
102,13841.9,0.98646,0.62298,1.04467,0.82029,0.77896,0.79561,0.52299,1.1484,0.76461,1.25012,0.0180012,0.0060004,0.0180012,0.0060004,0.0180012,0.0060004,0.0180012,0.0060004
103,13985.3,0.97985,0.61737,1.03768,0.82115,0.78609,0.80185,0.53547,1.15027,0.767,1.24802,0.0178824,0.0059608,0.0178824,0.0059608,0.0178824,0.0059608,0.0178824,0.0059608
104,14129.4,0.97409,0.62007,1.03471,0.81701,0.77849,0.78765,0.53049,1.14411,0.7804,1.24035,0.0177636,0.0059212,0.0177636,0.0059212,0.0177636,0.0059212,0.0177636,0.0059212
105,14273.1,0.98897,0.62071,1.03833,0.81599,0.79603,0.80023,0.53672,1.1416,0.77854,1.23462,0.0176448,0.0058816,0.0176448,0.0058816,0.0176448,0.0058816,0.0176448,0.0058816
106,14416.4,0.97085,0.6213,1.0391,0.80744,0.79157,0.80734,0.54046,1.1392,0.789,1.25114,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
107,14560,0.96192,0.60857,1.02668,0.83367,0.77922,0.80771,0.53673,1.14262,0.76303,1.24073,0.0174072,0.0058024,0.0174072,0.0058024,0.0174072,0.0058024,0.0174072,0.0058024
108,14703.9,0.96107,0.60557,1.02738,0.82731,0.76997,0.79637,0.5343,1.13098,0.76694,1.23066,0.0172884,0.0057628,0.0172884,0.0057628,0.0172884,0.0057628,0.0172884,0.0057628
109,14848.1,0.94703,0.59839,1.02512,0.82628,0.78141,0.79985,0.5409,1.12059,0.74777,1.24093,0.0171696,0.0057232,0.0171696,0.0057232,0.0171696,0.0057232,0.0171696,0.0057232
110,14991.5,0.94271,0.60201,1.02454,0.81683,0.78712,0.80504,0.5472,1.12287,0.75656,1.23879,0.0170508,0.0056836,0.0170508,0.0056836,0.0170508,0.0056836,0.0170508,0.0056836
111,15134.5,0.95465,0.60717,1.02263,0.82365,0.78887,0.78897,0.53917,1.12476,0.74642,1.23387,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
112,15278.8,0.95856,0.61309,1.02764,0.80992,0.80245,0.80089,0.54775,1.09161,0.74501,1.21258,0.0168132,0.0056044,0.0168132,0.0056044,0.0168132,0.0056044,0.0168132,0.0056044
113,15422.9,0.95373,0.60823,1.02488,0.81763,0.78141,0.80233,0.55271,1.09437,0.75419,1.21854,0.0166944,0.0055648,0.0166944,0.0055648,0.0166944,0.0055648,0.0166944,0.0055648
114,15567.4,0.93907,0.59975,1.02434,0.82748,0.78214,0.80192,0.54576,1.09347,0.74858,1.22275,0.0165756,0.0055252,0.0165756,0.0055252,0.0165756,0.0055252,0.0165756,0.0055252
115,15710.8,0.92961,0.59654,1.017,0.82219,0.78371,0.80351,0.54892,1.07658,0.73566,1.21522,0.0164568,0.0054856,0.0164568,0.0054856,0.0164568,0.0054856,0.0164568,0.0054856
116,15854.5,0.93707,0.60323,1.02365,0.81348,0.80041,0.81028,0.55147,1.09458,0.74362,1.2292,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
117,15997.8,0.91659,0.59693,1.01184,0.82093,0.80304,0.81473,0.55923,1.08415,0.73371,1.21371,0.0162192,0.0054064,0.0162192,0.0054064,0.0162192,0.0054064,0.0162192,0.0054064
118,16141.6,0.93366,0.59726,1.01771,0.82981,0.78651,0.80623,0.55766,1.08673,0.75174,1.21575,0.0161004,0.0053668,0.0161004,0.0053668,0.0161004,0.0053668,0.0161004,0.0053668
119,16285.4,0.9225,0.58946,1.01324,0.83719,0.79039,0.81074,0.5595,1.07024,0.74468,1.20955,0.0159816,0.0053272,0.0159816,0.0053272,0.0159816,0.0053272,0.0159816,0.0053272
120,16429.1,0.90731,0.58105,1.00297,0.81151,0.79661,0.80069,0.54978,1.08108,0.73772,1.22768,0.0158628,0.0052876,0.0158628,0.0052876,0.0158628,0.0052876,0.0158628,0.0052876
121,16572.5,0.91427,0.58509,1.01072,0.83847,0.78784,0.80599,0.55718,1.07428,0.72296,1.21654,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
122,16716.4,0.90138,0.57336,0.99939,0.81986,0.80864,0.81324,0.56525,1.06802,0.72545,1.20965,0.0156252,0.0052084,0.0156252,0.0052084,0.0156252,0.0052084,0.0156252,0.0052084
